漢字,JIS面区点コード,ユニコード,JIS水準
騂,1-94-12,U+9A02,3
騃,1-94-13,U+9A03,3
騤,1-94-14,U+9A24,3
騭,1-94-15,U+9A2D,3
騮,1-94-16,U+9A2E,3
騸,1-94-17,U+9A38,3
驊,1-94-18,U+9A4A,3
驎,1-94-19,U+9A4E,3
驒,1-94-20,U+9A52,3
骶,1-94-21,U+9AB6,3
髁,1-94-22,U+9AC1,3
髃,1-94-23,U+9AC3,3
髎,1-94-24,U+9ACE,3
髖,1-94-25,U+9AD6,3
髹,1-94-26,U+9AF9,3
鬂,1-94-27,U+9B02,3
鬈,1-94-28,U+9B08,3
鬠,1-94-29,U+9B20,3
䰗,1-94-30,U+4C17,3
鬭,1-94-31,U+9B2D,3
魞,1-94-32,U+9B5E,3
魹,1-94-33,U+9B79,3
魦,1-94-34,U+9B66,3
魲,1-94-35,U+9B72,3
魵,1-94-36,U+9B75,3
鮄,1-94-37,U+9B84,3
鮊,1-94-38,U+9B8A,3
鮏,1-94-39,U+9B8F,3
鮞,1-94-40,U+9B9E,3
鮧,1-94-41,U+9BA7,3
鯁,1-94-42,U+9BC1,3
鯎,1-94-43,U+9BCE,3
鯥,1-94-44,U+9BE5,3
鯸,1-94-45,U+9BF8,3
鯽,1-94-46,U+9BFD,3
鰀,1-94-47,U+9C00,3
鰣,1-94-48,U+9C23,3
鱁,1-94-49,U+9C41,3
鱏,1-94-50,U+9C4F,3
鱐,1-94-51,U+9C50,3
鱓,1-94-52,U+9C53,3
鱣,1-94-53,U+9C63,3
鱥,1-94-54,U+9C65,3
鱷,1-94-55,U+9C77,3
鴝,1-94-56,U+9D1D,3
鴞,1-94-57,U+9D1E,3
鵃,1-94-58,U+9D43,3
鵇,1-94-59,U+9D47,3
鵒,1-94-60,U+9D52,3
鵣,1-94-61,U+9D63,3
鵰,1-94-62,U+9D70,3
鵼,1-94-63,U+9D7C,3
鶊,1-94-64,U+9D8A,3
鶖,1-94-65,U+9D96,3
鷀,1-94-66,U+9DC0,3
鶬,1-94-67,U+9DAC,3
鶼,1-94-68,U+9DBC,3
鷗,1-94-69,U+9DD7,3
𪆐,1-94-70,U+2A190,3
鷧,1-94-71,U+9DE7,3
鸇,1-94-72,U+9E07,3
鸕,1-94-73,U+9E15,3
鹼,1-94-74,U+9E7C,3
麞,1-94-75,U+9E9E,3
麤,1-94-76,U+9EA4,3
麬,1-94-77,U+9EAC,3
麯,1-94-78,U+9EAF,3
麴,1-94-79,U+9EB4,3
麵,1-94-80,U+9EB5,3
黃,1-94-81,U+9EC3,3
黑,1-94-82,U+9ED1,3
鼐,1-94-83,U+9F10,3
鼹,1-94-84,U+9F39,3
齗,1-94-85,U+9F57,3
龐,1-94-86,U+9F90,3
龔,1-94-87,U+9F94,3
龗,1-94-88,U+9F97,3
龢,1-94-89,U+9FA2,3
姸,1-94-90,U+59F8,3
屛,1-94-91,U+5C5B,3
幷,1-94-92,U+5E77,3
瘦,1-94-93,U+7626,3
繫,1-94-94,U+7E6B,3
𠂉,2-01-01,U+20089,4
丂,2-01-02,U+4E02,4
丏,2-01-03,U+4E0F,4
丒,2-01-04,U+4E12,4
丩,2-01-05,U+4E29,4
丫,2-01-06,U+4E2B,4
丮,2-01-07,U+4E2E,4
乀,2-01-08,U+4E40,4
乇,2-01-09,U+4E47,4
么,2-01-10,U+4E48,4
𠂢,2-01-11,U+200A2,4
乑,2-01-12,U+4E51,4
㐆,2-01-13,U+3406,4
𠂤,2-01-14,U+200A4,4
乚,2-01-15,U+4E5A,4
乩,2-01-16,U+4E69,4
亝,2-01-17,U+4E9D,4
㐬,2-01-18,U+342C,4
㐮,2-01-19,U+342E,4
亹,2-01-20,U+4EB9,4
亻,2-01-21,U+4EBB,4
𠆢,2-01-22,U+201A2,4
亼,2-01-23,U+4EBC,4
仃,2-01-24,U+4EC3,4
仈,2-01-25,U+4EC8,4
仐,2-01-26,U+4ED0,4
仫,2-01-27,U+4EEB,4
仚,2-01-28,U+4EDA,4
仱,2-01-29,U+4EF1,4
仵,2-01-30,U+4EF5,4
伀,2-01-31,U+4F00,4
伖,2-01-32,U+4F16,4
佤,2-01-33,U+4F64,4
伷,2-01-34,U+4F37,4
伾,2-01-35,U+4F3E,4
佔,2-01-36,U+4F54,4
佘,2-01-37,U+4F58,4
𠈓,2-01-38,U+20213,4
佷,2-01-39,U+4F77,4
佸,2-01-40,U+4F78,4
佺,2-01-41,U+4F7A,4
佽,2-01-42,U+4F7D,4
侂,2-01-43,U+4F82,4
侅,2-01-44,U+4F85,4
侒,2-01-45,U+4F92,4
侚,2-01-46,U+4F9A,4
俦,2-01-47,U+4FE6,4
侲,2-01-48,U+4FB2,4
侾,2-01-49,U+4FBE,4
俅,2-01-50,U+4FC5,4
俋,2-01-51,U+4FCB,4
俏,2-01-52,U+4FCF,4
俒,2-01-53,U+4FD2,4
㑪,2-01-54,U+346A,4
俲,2-01-55,U+4FF2,4
倀,2-01-56,U+5000,4
倐,2-01-57,U+5010,4
倓,2-01-58,U+5013,4
倜,2-01-59,U+501C,4
倞,2-01-60,U+501E,4
倢,2-01-61,U+5022,4
㑨,2-01-62,U+3468,4
偂,2-01-63,U+5042,4
偆,2-01-64,U+5046,4
偎,2-01-65,U+504E,4
偓,2-01-66,U+5053,4
偗,2-01-67,U+5057,4
偣,2-01-68,U+5063,4
偦,2-01-69,U+5066,4
偪,2-01-70,U+506A,4
偰,2-01-71,U+5070,4
傣,2-01-72,U+50A3,4
傈,2-01-73,U+5088,4
傒,2-01-74,U+5092,4
傓,2-01-75,U+5093,4
傕,2-01-76,U+5095,4
傖,2-01-77,U+5096,4
傜,2-01-78,U+509C,4
傪,2-01-79,U+50AA,4
𠌫,2-01-80,U+2032B,4
傱,2-01-81,U+50B1,4
傺,2-01-82,U+50BA,4
傻,2-01-83,U+50BB,4
僄,2-01-84,U+50C4,4
僇,2-01-85,U+50C7,4
僳,2-01-86,U+50F3,4
𠎁,2-01-87,U+20381,4
僎,2-01-88,U+50CE,4
𠍱,2-01-89,U+20371,4
僔,2-01-90,U+50D4,4
僙,2-01-91,U+50D9,4
僡,2-01-92,U+50E1,4
僩,2-01-93,U+50E9,4
㒒,2-01-94,U+3492,4
儈,2-03-01,U+5108,4
𠏹,2-03-02,U+203F9,4
儗,2-03-03,U+5117,4
儛,2-03-04,U+511B,4
𠑊,2-03-05,U+2044A,4
兠,2-03-06,U+5160,4
𠔉,2-03-07,U+20509,4
关,2-03-08,U+5173,4
冃,2-03-09,U+5183,4
冋,2-03-10,U+518B,4
㒼,2-03-11,U+34BC,4
冘,2-03-12,U+5198,4
冣,2-03-13,U+51A3,4
冭,2-03-14,U+51AD,4
㓇,2-03-15,U+34C7,4
冼,2-03-16,U+51BC,4
𠗖,2-03-17,U+205D6,4
𠘨,2-03-18,U+20628,4
凳,2-03-19,U+51F3,4
凴,2-03-20,U+51F4,4
刂,2-03-21,U+5202,4
划,2-03-22,U+5212,4
刖,2-03-23,U+5216,4
𠝏,2-03-24,U+2074F,4
剕,2-03-25,U+5255,4
剜,2-03-26,U+525C,4
剬,2-03-27,U+526C,4
剷,2-03-28,U+5277,4
劄,2-03-29,U+5284,4
劂,2-03-30,U+5282,4
𠠇,2-03-31,U+20807,4
劘,2-03-32,U+5298,4
𠠺,2-03-33,U+2083A,4
劤,2-03-34,U+52A4,4
劦,2-03-35,U+52A6,4
劯,2-03-36,U+52AF,4
劺,2-03-37,U+52BA,4
劻,2-03-38,U+52BB,4
勊,2-03-39,U+52CA,4
㔟,2-03-40,U+351F,4
勑,2-03-41,U+52D1,4
𠢹,2-03-42,U+208B9,4
勷,2-03-43,U+52F7,4
匊,2-03-44,U+530A,4
匋,2-03-45,U+530B,4
匤,2-03-46,U+5324,4
匵,2-03-47,U+5335,4
匾,2-03-48,U+533E,4
卂,2-03-49,U+5342,4
𠥼,2-03-50,U+2097C,4
𠦝,2-03-51,U+2099D,4
卧,2-03-52,U+5367,4
卬,2-03-53,U+536C,4
卺,2-03-54,U+537A,4
厤,2-03-55,U+53A4,4
厴,2-03-56,U+53B4,4
𠫓,2-03-57,U+20AD3,4
厷,2-03-58,U+53B7,4
叀,2-03-59,U+53C0,4
𠬝,2-03-60,U+20B1D,4
㕝,2-03-61,U+355D,4
㕞,2-03-62,U+355E,4
叕,2-03-63,U+53D5,4
叚,2-03-64,U+53DA,4
㕣,2-03-65,U+3563,4
叴,2-03-66,U+53F4,4
叵,2-03-67,U+53F5,4
呕,2-03-68,U+5455,4
吤,2-03-69,U+5424,4
吨,2-03-70,U+5428,4
㕮,2-03-71,U+356E,4
呃,2-03-72,U+5443,4
呢,2-03-73,U+5462,4
呦,2-03-74,U+5466,4
呬,2-03-75,U+546C,4
咊,2-03-76,U+548A,4
咍,2-03-77,U+548D,4
咕,2-03-78,U+5495,4
咠,2-03-79,U+54A0,4
咦,2-03-80,U+54A6,4
咭,2-03-81,U+54AD,4
咮,2-03-82,U+54AE,4
咷,2-03-83,U+54B7,4
咺,2-03-84,U+54BA,4
咿,2-03-85,U+54BF,4
哃,2-03-86,U+54C3,4
𠵅,2-03-87,U+20D45,4
哬,2-03-88,U+54EC,4
哯,2-03-89,U+54EF,4
哱,2-03-90,U+54F1,4
哳,2-03-91,U+54F3,4
唀,2-03-92,U+5500,4
唁,2-03-93,U+5501,4
唉,2-03-94,U+5509,4
唼,2-04-01,U+553C,4
啁,2-04-02,U+5541,4
㖦,2-04-03,U+35A6,4
啇,2-04-04,U+5547,4
啊,2-04-05,U+554A,4
㖨,2-04-06,U+35A8,4
啠,2-04-07,U+5560,4
啡,2-04-08,U+5561,4
啤,2-04-09,U+5564,4
𠷡,2-04-10,U+20DE1,4
啽,2-04-11,U+557D,4
喂,2-04-12,U+5582,4
喈,2-04-13,U+5588,4
喑,2-04-14,U+5591,4
㗅,2-04-15,U+35C5,4
嗒,2-04-16,U+55D2,4
𠺕,2-04-17,U+20E95,4
𠹭,2-04-18,U+20E6D,4
喿,2-04-19,U+55BF,4
嗉,2-04-20,U+55C9,4
嗌,2-04-21,U+55CC,4
嗑,2-04-22,U+55D1,4
嗝,2-04-23,U+55DD,4
㗚,2-04-24,U+35DA,4
嗢,2-04-25,U+55E2,4
𠹤,2-04-26,U+20E64,4
嗩,2-04-27,U+55E9,4
嘨,2-04-28,U+5628,4
𠽟,2-04-29,U+20F5F,4
嘇,2-04-30,U+5607,4
嘐,2-04-31,U+5610,4
嘰,2-04-32,U+5630,4
嘷,2-04-33,U+5637,4
㗴,2-04-34,U+35F4,4
嘽,2-04-35,U+563D,4
嘿,2-04-36,U+563F,4
噀,2-04-37,U+5640,4
噇,2-04-38,U+5647,4
噞,2-04-39,U+565E,4
噠,2-04-40,U+5660,4
噭,2-04-41,U+566D,4
㘅,2-04-42,U+3605,4
嚈,2-04-43,U+5688,4
嚌,2-04-44,U+568C,4
嚕,2-04-45,U+5695,4
嚚,2-04-46,U+569A,4
嚝,2-04-47,U+569D,4
嚨,2-04-48,U+56A8,4
嚭,2-04-49,U+56AD,4
嚲,2-04-50,U+56B2,4
囅,2-04-51,U+56C5,4
囍,2-04-52,U+56CD,4
囟,2-04-53,U+56DF,4
囨,2-04-54,U+56E8,4
囶,2-04-55,U+56F6,4
囷,2-04-56,U+56F7,4
𡈁,2-04-57,U+21201,4
圕,2-04-58,U+5715,4
圣,2-04-59,U+5723,4
𡉕,2-04-60,U+21255,4
圩,2-04-61,U+5729,4
𡉻,2-04-62,U+2127B,4
坅,2-04-63,U+5745,4
坆,2-04-64,U+5746,4
坌,2-04-65,U+574C,4
坍,2-04-66,U+574D,4
𡉴,2-04-67,U+21274,4
坨,2-04-68,U+5768,4
坯,2-04-69,U+576F,4
坳,2-04-70,U+5773,4
坴,2-04-71,U+5774,4
坵,2-04-72,U+5775,4
坻,2-04-73,U+577B,4
𡋤,2-04-74,U+212E4,4
𡋗,2-04-75,U+212D7,4
垬,2-04-76,U+57AC,4
垚,2-04-77,U+579A,4
垝,2-04-78,U+579D,4
垞,2-04-79,U+579E,4
垨,2-04-80,U+57A8,4
埗,2-04-81,U+57D7,4
𡋽,2-04-82,U+212FD,4
埌,2-04-83,U+57CC,4
𡌶,2-04-84,U+21336,4
𡍄,2-04-85,U+21344,4
埞,2-04-86,U+57DE,4
埦,2-04-87,U+57E6,4
埰,2-04-88,U+57F0,4
㙊,2-04-89,U+364A,4
埸,2-04-90,U+57F8,4
埻,2-04-91,U+57FB,4
埽,2-04-92,U+57FD,4
堄,2-04-93,U+5804,4
堞,2-04-94,U+581E,4
堠,2-05-01,U+5820,4
堧,2-05-02,U+5827,4
堲,2-05-03,U+5832,4
堹,2-05-04,U+5839,4
𡏄,2-05-05,U+213C4,4
塉,2-05-06,U+5849,4
塌,2-05-07,U+584C,4
塧,2-05-08,U+5867,4
墊,2-05-09,U+588A,4
墋,2-05-10,U+588B,4
墍,2-05-11,U+588D,4
墏,2-05-12,U+588F,4
墐,2-05-13,U+5890,4
墔,2-05-14,U+5894,4
墝,2-05-15,U+589D,4
墪,2-05-16,U+58AA,4
墱,2-05-17,U+58B1,4
𡑭,2-05-18,U+2146D,4
壃,2-05-19,U+58C3,4
壍,2-05-20,U+58CD,4
壢,2-05-21,U+58E2,4
壳,2-05-22,U+58F3,4
壴,2-05-23,U+58F4,4
夅,2-05-24,U+5905,4
夆,2-05-25,U+5906,4
夋,2-05-26,U+590B,4
复,2-05-27,U+590D,4
夔,2-05-28,U+5914,4
夤,2-05-29,U+5924,4
𡗗,2-05-30,U+215D7,4
㚑,2-05-31,U+3691,4
夽,2-05-32,U+593D,4
㚙,2-05-33,U+3699,4
奆,2-05-34,U+5946,4
㚖,2-05-35,U+3696,4
𦰩,2-05-36,U+26C29,4
奛,2-05-37,U+595B,4
奟,2-05-38,U+595F,4
𡙇,2-05-39,U+21647,4
奵,2-05-40,U+5975,4
奶,2-05-41,U+5976,4
奼,2-05-42,U+597C,4
妟,2-05-43,U+599F,4
妮,2-05-44,U+59AE,4
妼,2-05-45,U+59BC,4
姈,2-05-46,U+59C8,4
姍,2-05-47,U+59CD,4
姞,2-05-48,U+59DE,4
姣,2-05-49,U+59E3,4
姤,2-05-50,U+59E4,4
姧,2-05-51,U+59E7,4
姮,2-05-52,U+59EE,4
𡜆,2-05-53,U+21706,4
𡝂,2-05-54,U+21742,4
㛏,2-05-55,U+36CF,4
娌,2-05-56,U+5A0C,4
娍,2-05-57,U+5A0D,4
娗,2-05-58,U+5A17,4
娧,2-05-59,U+5A27,4
娭,2-05-60,U+5A2D,4
婕,2-05-61,U+5A55,4
婥,2-05-62,U+5A65,4
婺,2-05-63,U+5A7A,4
媋,2-05-64,U+5A8B,4
媜,2-05-65,U+5A9C,4
媟,2-05-66,U+5A9F,4
媠,2-05-67,U+5AA0,4
媢,2-05-68,U+5AA2,4
媱,2-05-69,U+5AB1,4
媳,2-05-70,U+5AB3,4
媵,2-05-71,U+5AB5,4
媺,2-05-72,U+5ABA,4
媿,2-05-73,U+5ABF,4
嫚,2-05-74,U+5ADA,4
嫜,2-05-75,U+5ADC,4
嫠,2-05-76,U+5AE0,4
嫥,2-05-77,U+5AE5,4
嫰,2-05-78,U+5AF0,4
嫮,2-05-79,U+5AEE,4
嫵,2-05-80,U+5AF5,4
嬀,2-05-81,U+5B00,4
嬈,2-05-82,U+5B08,4
嬗,2-05-83,U+5B17,4
嬴,2-05-84,U+5B34,4
嬭,2-05-85,U+5B2D,4
孌,2-05-86,U+5B4C,4
孒,2-05-87,U+5B52,4
孨,2-05-88,U+5B68,4
孯,2-05-89,U+5B6F,4
孼,2-05-90,U+5B7C,4
孿,2-05-91,U+5B7F,4
宁,2-05-92,U+5B81,4
宄,2-05-93,U+5B84,4
𡧃,2-05-94,U+219C3,4
宖,2-08-01,U+5B96,4
宬,2-08-02,U+5BAC,4
㝡,2-08-03,U+3761,4
寀,2-08-04,U+5BC0,4
㝢,2-08-05,U+3762,4
寎,2-08-06,U+5BCE,4
寖,2-08-07,U+5BD6,4
㝬,2-08-08,U+376C,4
㝫,2-08-09,U+376B,4
寱,2-08-10,U+5BF1,4
寽,2-08-11,U+5BFD,4
㝵,2-08-12,U+3775,4
尃,2-08-13,U+5C03,4
尩,2-08-14,U+5C29,4
尰,2-08-15,U+5C30,4
𡱖,2-08-16,U+21C56,4
屟,2-08-17,U+5C5F,4
屣,2-08-18,U+5C63,4
屧,2-08-19,U+5C67,4
屨,2-08-20,U+5C68,4
屩,2-08-21,U+5C69,4
屰,2-08-22,U+5C70,4
𡴭,2-08-23,U+21D2D,4
𡵅,2-08-24,U+21D45,4
屼,2-08-25,U+5C7C,4
𡵸,2-08-26,U+21D78,4
𡵢,2-08-27,U+21D62,4
岈,2-08-28,U+5C88,4
岊,2-08-29,U+5C8A,4
㟁,2-08-30,U+37C1,4
𡶡,2-08-31,U+21DA1,4
𡶜,2-08-32,U+21D9C,4
岠,2-08-33,U+5CA0,4
岢,2-08-34,U+5CA2,4
岦,2-08-35,U+5CA6,4
岧,2-08-36,U+5CA7,4
𡶒,2-08-37,U+21D92,4
岭,2-08-38,U+5CAD,4
岵,2-08-39,U+5CB5,4
𡶷,2-08-40,U+21DB7,4
峉,2-08-41,U+5CC9,4
𡷠,2-08-42,U+21DE0,4
𡸳,2-08-43,U+21E33,4
崆,2-08-44,U+5D06,4
崐,2-08-45,U+5D10,4
崫,2-08-46,U+5D2B,4
崝,2-08-47,U+5D1D,4
崠,2-08-48,U+5D20,4
崤,2-08-49,U+5D24,4
崦,2-08-50,U+5D26,4
崱,2-08-51,U+5D31,4
崹,2-08-52,U+5D39,4
嵂,2-08-53,U+5D42,4
㟨,2-08-54,U+37E8,4
嵡,2-08-55,U+5D61,4
嵪,2-08-56,U+5D6A,4
㟴,2-08-57,U+37F4,4
嵰,2-08-58,U+5D70,4
𡼞,2-08-59,U+21F1E,4
㟽,2-08-60,U+37FD,4
嶈,2-08-61,U+5D88,4
㠀,2-08-62,U+3800,4
嶒,2-08-63,U+5D92,4
嶔,2-08-64,U+5D94,4
嶗,2-08-65,U+5D97,4
嶙,2-08-66,U+5D99,4
嶰,2-08-67,U+5DB0,4
嶲,2-08-68,U+5DB2,4
嶴,2-08-69,U+5DB4,4
𡽶,2-08-70,U+21F76,4
嶹,2-08-71,U+5DB9,4
巑,2-08-72,U+5DD1,4
巗,2-08-73,U+5DD7,4
巘,2-08-74,U+5DD8,4
巠,2-08-75,U+5DE0,4
𡿺,2-08-76,U+21FFA,4
巤,2-08-77,U+5DE4,4
巩,2-08-78,U+5DE9,4
㠯,2-08-79,U+382F,4
帀,2-08-80,U+5E00,4
㠶,2-08-81,U+3836,4
帒,2-08-82,U+5E12,4
帕,2-08-83,U+5E15,4
㡀,2-08-84,U+3840,4
帟,2-08-85,U+5E1F,4
帮,2-08-86,U+5E2E,4
帾,2-08-87,U+5E3E,4
幉,2-08-88,U+5E49,4
㡜,2-08-89,U+385C,4
幖,2-08-90,U+5E56,4
㡡,2-08-91,U+3861,4
幫,2-08-92,U+5E6B,4
幬,2-08-93,U+5E6C,4
幭,2-08-94,U+5E6D,4
幮,2-12-01,U+5E6E,4
𢅻,2-12-02,U+2217B,4
庥,2-12-03,U+5EA5,4
庪,2-12-04,U+5EAA,4
庬,2-12-05,U+5EAC,4
庹,2-12-06,U+5EB9,4
庿,2-12-07,U+5EBF,4
廆,2-12-08,U+5EC6,4
廒,2-12-09,U+5ED2,4
廙,2-12-10,U+5ED9,4
𢌞,2-12-11,U+2231E,4
廽,2-12-12,U+5EFD,4
弈,2-12-13,U+5F08,4
弎,2-12-14,U+5F0E,4
弜,2-12-15,U+5F1C,4
𢎭,2-12-16,U+223AD,4
弞,2-12-17,U+5F1E,4
彇,2-12-18,U+5F47,4
彣,2-12-19,U+5F63,4
彲,2-12-20,U+5F72,4
彾,2-12-21,U+5F7E,4
徏,2-12-22,U+5F8F,4
徢,2-12-23,U+5FA2,4
徤,2-12-24,U+5FA4,4
徸,2-12-25,U+5FB8,4
忄,2-12-26,U+5FC4,4
㣺,2-12-27,U+38FA,4
忇,2-12-28,U+5FC7,4
忋,2-12-29,U+5FCB,4
忒,2-12-30,U+5FD2,4
忓,2-12-31,U+5FD3,4
忔,2-12-32,U+5FD4,4
忢,2-12-33,U+5FE2,4
忮,2-12-34,U+5FEE,4
忯,2-12-35,U+5FEF,4
忳,2-12-36,U+5FF3,4
忼,2-12-37,U+5FFC,4
㤗,2-12-38,U+3917,4
怗,2-12-39,U+6017,4
怢,2-12-40,U+6022,4
怤,2-12-41,U+6024,4
㤚,2-12-42,U+391A,4
恌,2-12-43,U+604C,4
恿,2-12-44,U+607F,4
悊,2-12-45,U+608A,4
悕,2-12-46,U+6095,4
您,2-12-47,U+60A8,4
𢛳,2-12-48,U+226F3,4
悰,2-12-49,U+60B0,4
悱,2-12-50,U+60B1,4
悾,2-12-51,U+60BE,4
惈,2-12-52,U+60C8,4
惙,2-12-53,U+60D9,4
惛,2-12-54,U+60DB,4
惮,2-12-55,U+60EE,4
惲,2-12-56,U+60F2,4
惵,2-12-57,U+60F5,4
愐,2-12-58,U+6110,4
愒,2-12-59,U+6112,4
愓,2-12-60,U+6113,4
愙,2-12-61,U+6119,4
愞,2-12-62,U+611E,4
愺,2-12-63,U+613A,4
㥯,2-12-64,U+396F,4
慁,2-12-65,U+6141,4
慆,2-12-66,U+6146,4
慠,2-12-67,U+6160,4
慼,2-12-68,U+617C,4
𢡛,2-12-69,U+2285B,4
憒,2-12-70,U+6192,4
憓,2-12-71,U+6193,4
憗,2-12-72,U+6197,4
憘,2-12-73,U+6198,4
憥,2-12-74,U+61A5,4
憨,2-12-75,U+61A8,4
憭,2-12-76,U+61AD,4
𢢫,2-12-77,U+228AB,4
懕,2-12-78,U+61D5,4
懝,2-12-79,U+61DD,4
懟,2-12-80,U+61DF,4
懵,2-12-81,U+61F5,4
𢦏,2-12-82,U+2298F,4
戕,2-12-83,U+6215,4
戣,2-12-84,U+6223,4
戩,2-12-85,U+6229,4
扆,2-12-86,U+6246,4
扌,2-12-87,U+624C,4
扑,2-12-88,U+6251,4
扒,2-12-89,U+6252,4
扡,2-12-90,U+6261,4
扤,2-12-91,U+6264,4
扻,2-12-92,U+627B,4
扭,2-12-93,U+626D,4
扳,2-12-94,U+6273,4
抙,2-13-01,U+6299,4
抦,2-13-02,U+62A6,4
拕,2-13-03,U+62D5,4
𢪸,2-13-04,U+22AB8,4
拽,2-13-05,U+62FD,4
挃,2-13-06,U+6303,4
挍,2-13-07,U+630D,4
挐,2-13-08,U+6310,4
𢭏,2-13-09,U+22B4F,4
𢭐,2-13-10,U+22B50,4
挲,2-13-11,U+6332,4
挵,2-13-12,U+6335,4
挻,2-13-13,U+633B,4
挼,2-13-14,U+633C,4
捁,2-13-15,U+6341,4
捄,2-13-16,U+6344,4
捎,2-13-17,U+634E,4
𢭆,2-13-18,U+22B46,4
捙,2-13-19,U+6359,4
𢰝,2-13-20,U+22C1D,4
𢮦,2-13-21,U+22BA6,4
捬,2-13-22,U+636C,4
掄,2-13-23,U+6384,4
掙,2-13-24,U+6399,4
𢰤,2-13-25,U+22C24,4
掔,2-13-26,U+6394,4
掽,2-13-27,U+63BD,4
揷,2-13-28,U+63F7,4
揔,2-13-29,U+63D4,4
揕,2-13-30,U+63D5,4
揜,2-13-31,U+63DC,4
揠,2-13-32,U+63E0,4
揫,2-13-33,U+63EB,4
揬,2-13-34,U+63EC,4
揲,2-13-35,U+63F2,4
搉,2-13-36,U+6409,4
搞,2-13-37,U+641E,4
搥,2-13-38,U+6425,4
搩,2-13-39,U+6429,4
搯,2-13-40,U+642F,4
摚,2-13-41,U+645A,4
摛,2-13-42,U+645B,4
摝,2-13-43,U+645D,4
摳,2-13-44,U+6473,4
摽,2-13-45,U+647D,4
撇,2-13-46,U+6487,4
撑,2-13-47,U+6491,4
撝,2-13-48,U+649D,4
撟,2-13-49,U+649F,4
擋,2-13-50,U+64CB,4
擌,2-13-51,U+64CC,4
擕,2-13-52,U+64D5,4
擗,2-13-53,U+64D7,4
𢷡,2-13-54,U+22DE1,4
擤,2-13-55,U+64E4,4
擥,2-13-56,U+64E5,4
擿,2-13-57,U+64FF,4
攄,2-13-58,U+6504,4
㩮,2-13-59,U+3A6E,4
攏,2-13-60,U+650F,4
攔,2-13-61,U+6514,4
攖,2-13-62,U+6516,4
㩳,2-13-63,U+3A73,4
攞,2-13-64,U+651E,4
攲,2-13-65,U+6532,4
敄,2-13-66,U+6544,4
敔,2-13-67,U+6554,4
敫,2-13-68,U+656B,4
敺,2-13-69,U+657A,4
斁,2-13-70,U+6581,4
斄,2-13-71,U+6584,4
斅,2-13-72,U+6585,4
斊,2-13-73,U+658A,4
斲,2-13-74,U+65B2,4
斵,2-13-75,U+65B5,4
斸,2-13-76,U+65B8,4
斿,2-13-77,U+65BF,4
旂,2-13-78,U+65C2,4
旉,2-13-79,U+65C9,4
旔,2-13-80,U+65D4,4
㫖,2-13-81,U+3AD6,4
旲,2-13-82,U+65F2,4
旹,2-13-83,U+65F9,4
旼,2-13-84,U+65FC,4
昄,2-13-85,U+6604,4
昈,2-13-86,U+6608,4
昡,2-13-87,U+6621,4
昪,2-13-88,U+662A,4
晅,2-13-89,U+6645,4
晑,2-13-90,U+6651,4
晎,2-13-91,U+664E,4
㫪,2-13-92,U+3AEA,4
𣇃,2-13-93,U+231C3,4
晗,2-13-94,U+6657,4
晛,2-14-01,U+665B,4
晣,2-14-02,U+6663,4
𣇵,2-14-03,U+231F5,4
𣆶,2-14-04,U+231B6,4
晪,2-14-05,U+666A,4
晫,2-14-06,U+666B,4
晬,2-14-07,U+666C,4
晭,2-14-08,U+666D,4
晻,2-14-09,U+667B,4
暀,2-14-10,U+6680,4
暐,2-14-11,U+6690,4
暒,2-14-12,U+6692,4
暙,2-14-13,U+6699,4
㬎,2-14-14,U+3B0E,4
暭,2-14-15,U+66AD,4
暱,2-14-16,U+66B1,4
暵,2-14-17,U+66B5,4
㬚,2-14-18,U+3B1A,4
暿,2-14-19,U+66BF,4
㬜,2-14-20,U+3B1C,4
曬,2-14-21,U+66EC,4
㫗,2-14-22,U+3AD7,4
朁,2-14-23,U+6701,4
朅,2-14-24,U+6705,4
朒,2-14-25,U+6712,4
𣍲,2-14-26,U+23372,4
朙,2-14-27,U+6719,4
𣏓,2-14-28,U+233D3,4
𣏒,2-14-29,U+233D2,4
杌,2-14-30,U+674C,4
杍,2-14-31,U+674D,4
杔,2-14-32,U+6754,4
杝,2-14-33,U+675D,4
𣏐,2-14-34,U+233D0,4
𣏤,2-14-35,U+233E4,4
𣏕,2-14-36,U+233D5,4
杴,2-14-37,U+6774,4
杶,2-14-38,U+6776,4
𣏚,2-14-39,U+233DA,4
枒,2-14-40,U+6792,4
𣏟,2-14-41,U+233DF,4
荣,2-14-42,U+8363,4
栐,2-14-43,U+6810,4
枰,2-14-44,U+67B0,4
枲,2-14-45,U+67B2,4
柃,2-14-46,U+67C3,4
柈,2-14-47,U+67C8,4
柒,2-14-48,U+67D2,4
柙,2-14-49,U+67D9,4
柛,2-14-50,U+67DB,4
柰,2-14-51,U+67F0,4
柷,2-14-52,U+67F7,4
𣑊,2-14-53,U+2344A,4
𣑑,2-14-54,U+23451,4
𣑋,2-14-55,U+2344B,4
栘,2-14-56,U+6818,4
栟,2-14-57,U+681F,4
栭,2-14-58,U+682D,4
𣑥,2-14-59,U+23465,4
栳,2-14-60,U+6833,4
栻,2-14-61,U+683B,4
栾,2-14-62,U+683E,4
桄,2-14-63,U+6844,4
桅,2-14-64,U+6845,4
桉,2-14-65,U+6849,4
桌,2-14-66,U+684C,4
桕,2-14-67,U+6855,4
桗,2-14-68,U+6857,4
㭷,2-14-69,U+3B77,4
